"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","countryCode","isAdvertisement","locatedIn","location/lat","location/lng","menu","neighborhood","permanentlyClosed","phone","placeId","plusCode","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"6000 N Post Rd, Indianapolis, IN 46216","Tourist attraction","Park","State park",,,,,,,,"State park","77431062051105701","Indianapolis","US","false",,"39.8683896","-86.019344",,"6000 N Post Rd","false","(317) 591-0904","ChIJs8q1OHxMa4gRpSsjBCQXEwE","VX9J+97 Indianapolis, Indiana","46216","$$","28","4455","3417","801","49","155","33","2022-10-18T04:15:26.372Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","6000 N Post Rd",,"false","Fort Harrison State Park","4.7","https://www.google.com/maps/place/Fort+Harrison+State+Park/@39.8683896,-86.019344,17z/data=!3m1!4b1!4m5!3m4!1s0x886b4c7c38b5cab3:0x113172404232ba5!8m2!3d39.8683896!4d-86.019344?hl=en","http://on.in.gov/fortharrisonsp"
"132 W Walnut St, Indianapolis, IN 46204","Association or organization","Tourist attraction",,,,,,,,,"Association or organization","2157317029156344968","Indianapolis","US","false",,"39.7771623","-86.1609596",,"132 W Walnut St","false","(317) 653-1948","ChIJMWfq3MZQa4gRiNTDdmhU8B0","QRGQ+VJ Indianapolis, Indiana","46204",,"27","40","32","8","0","0","0","2022-10-18T04:15:38.979Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","132 W Walnut St",,"false","The Indianapolis Cultural Trail","4.8","https://www.google.com/maps/place/The+Indianapolis+Cultural+Trail/@39.7771623,-86.1609596,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50c6dcea6731:0x1df0546876c3d488!8m2!3d39.7770607!4d-86.1609693?hl=en","http://indyculturaltrail.org/"
"543 Indiana Ave, Indianapolis, IN 46202","Tourist attraction","Art gallery","Gift shop","Library","Public library","Heritage museum",,,,,"Heritage museum","32134460683762205","Indianapolis","US","false",,"39.775508","-86.16627",,"543 Indiana Ave","false","(317) 423-0391","ChIJmyMLQbhQa4gRHboaKh8qcgA","QRGM+6F Indianapolis, Indiana","46202",,"26","94","82","6","1","4","1","2022-10-18T04:15:56.610Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","543 Indiana Ave",,"false","Kurt Vonnegut Museum & Library","4.8","https://www.google.com/maps/place/Kurt+Vonnegut+Museum+%26+Library/@39.775508,-86.16627,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b8410b239b:0x722a1f2a1aba1d!8m2!3d39.775508!4d-86.16627?hl=en","http://www.vonnegutlibrary.org/"
"307 N Meridian St, Indianapolis, IN 46204","Tourist attraction","Park",,,,,,,,,"Park","15143809143934561995","Indianapolis","US","false",,"39.7719785","-86.1570117",,"307 N Meridian St","false",,"ChIJt6nmhBtRa4gRyy6IWi6eKdI","QRCV+Q5 Indianapolis, Indiana","46204",,"25","63","44","13","2","3","1","2022-10-18T04:16:13.475Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","307 N Meridian St",,"false","University Park","4.5","https://www.google.com/maps/place/University+Park/@39.7719785,-86.1570117,17z/data=!3m1!4b1!4m5!3m4!1s0x886b511b84e6a9b7:0xd2299e2e5a882ecb!8m2!3d39.7719785!4d-86.1570117?hl=en",
"421 W Ohio St, Indianapolis, IN 46202","Tourist attraction","Memorial park",,,,,,,,,"Memorial park","4158853881800554028","Indianapolis","US","false",,"39.7699095","-86.1658124",,"421 W Ohio St","false","(317) 232-7615","ChIJI9ycT7dQa4gRLPZ5KZI3tzk","QR9M+XM Indianapolis, Indiana","46202",,"24","326","270","43","3","9","1","2022-10-18T04:16:27.415Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","421 W Ohio St",,"false","9/11 Memorial","4.8","https://www.google.com/maps/place/9%2F11+Memorial/@39.7699095,-86.1658124,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b74f9cdc23:0x39b737922979f62c!8m2!3d39.7699095!4d-86.1658124?hl=en","http://9-11-memorial.keeq.io/"
"700 N Pennsylvania St, Indianapolis, IN 46204","Tourist attraction","Park",,,,,,,,,"Park","537745554893439366","Indianapolis","US","false",,"39.777298","-86.1567927",,"700 N Pennsylvania St","false","(317) 232-7615","ChIJazfprcFQa4gRhgH4qrt0dgc","QRGV+W7 Indianapolis, Indiana","46204",,"23","521","358","104","16","32","11","2022-10-18T04:16:41.595Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","700 N Pennsylvania St",,"false","American Legion Mall","4.5","https://www.google.com/maps/place/American+Legion+Mall/@39.777298,-86.1567927,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50c1ade9376b:0x77674bbaaf80186!8m2!3d39.777298!4d-86.1567927?hl=en","http://www.in.gov/iwm/2331.htm"
"2345 Pagoda Dr, Indianapolis, IN 46203","Tourist attraction","Park",,,,,,,,,"Park","12486398403518848280","Indianapolis","US","false",,"39.7343138","-86.1484095",,"2345 Pagoda Dr","false","(317) 327-7220","ChIJxeXDEmhaa4gRGN2-NTGZSK0","PVM2+PJ Indianapolis, Indiana","46203",,"22","3100","2146","660","45","205","44","2022-10-18T04:16:57.485Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","2345 Pagoda Dr",,"false","Garfield Park","4.6","https://www.google.com/maps/place/Garfield+Park/@39.7343138,-86.1484095,17z/data=!3m1!4b1!4m5!3m4!1s0x886b5a6812c3e5c5:0xad48993135bedd18!8m2!3d39.7343138!4d-86.1484095?hl=en","http://funfinder.indy.gov/#/details/134"
"450 W Ohio St, Indianapolis, IN 46202","Tourist attraction","History museum","Museum","Non-profit organization","Historical society","Wedding venue",,,,,"Historical society","8374898248499231727","Indianapolis","US","false",,"39.7702346","-86.1655414",,"450 W Ohio St","false","(317) 232-1882","ChIJN5LKQbdQa4gR73vWu5WdOXQ","QRCM+3Q Indianapolis, Indiana","46202",,"21","842","642","161","7","28","4","2022-10-18T04:17:12.267Z","https://www.google.com/maps/search/tourist+attractions+in+indianapolis/@39.8040514,-86.2223063,12z/data=!4m2!2m1!6e1?hl=en","tourist attractions in indianapolis","Indiana","450 W Ohio St",,"false","Indiana Historical Society","4.7","https://www.google.com/maps/place/Indiana+Historical+Society/@39.7702346,-86.1655414,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b741ca9237:0x74399d95bbd67bef!8m2!3d39.7702346!4d-86.1655414?hl=en","http://www.indianahistory.org/"
"Canal Walk, Indianapolis, IN 46202","Tourist attraction","Monument","Memorial park",,,,,,,,"Memorial park","6643872601427415552","Indianapolis","US","false",,"39.7770718","-86.164702",,"Canal Walk","false",,"ChIJ9dZRKcZQa4gRABIIJe7GM1w","QRGP+R4 Indianapolis, Indiana","46202",,"20","388","304","60","8","12","4","2022-10-18T04:17:26.568Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","Canal Walk",,"false","USS Indianapolis National Memorial","4.7","https://www.google.com/maps/place/USS+Indianapolis+National+Memorial/@39.7770718,-86.164702,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50c62951d6f5:0x5c33c6ee25081200!8m2!3d39.7770718!4d-86.164702?hl=en",
"Canal Walk, Indianapolis, IN 46204","Tourist attraction","Park",,,,,,,,,"Park","5902101752644429397","Indianapolis","US","false",,"39.7693459","-86.1662996",,"Canal Walk","false",,"ChIJ9zn6BQFRa4gRVeaU-kV66FE","QR9M+PF Indianapolis, Indiana","46204",,"19","36","27","7","1","1","0","2022-10-18T04:17:39.201Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","Canal Walk",,"false","Central Canal","4.6","https://www.google.com/maps/place/Central+Canal/@39.7693459,-86.1662996,17z/data=!3m1!4b1!4m5!3m4!1s0x886b510105fa39f7:0x51e87a45fa94e655!8m2!3d39.7693459!4d-86.1662996?hl=en",
"Indianapolis, IN 46204","Tourist attraction",,,,,,,,,,"Tourist attraction","17197622835478465806","Indianapolis","US","false",,"39.7674579","-86.1704647",,,"false",,"ChIJM5c6vLNQa4gRDg3XGdo6qu4","QR8H+XR Indianapolis, Indiana","46204",,"18","197","158","33","0","5","1","2022-10-18T04:17:51.971Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana",,,"false","Central Canal","4.8","https://www.google.com/maps/place/Central+Canal/@39.7674579,-86.1704647,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b3bc3a9733:0xeeaa3ada19d70d0e!8m2!3d39.7674579!4d-86.1704647?hl=en",
"Canal Walk, Indianapolis, IN 46202","Tourist attraction","Park",,,,,,,,,"Park","17427765122216189111","Indianapolis","US","false",,"39.7752036","-86.165168",,"Canal Walk","false","(317) 237-2222","ChIJmxDLC8hQa4gRt1yj2grc2_E","QRGM+3W Indianapolis, Indiana","46202",,"17","2288","1839","354","11","70","14","2022-10-18T04:18:05.883Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","Canal Walk",,"false","Indianapolis Canal Walk","4.7","https://www.google.com/maps/place/Indianapolis+Canal+Walk/@39.7752036,-86.165168,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50c80bcb109b:0xf1dbdc0adaa35cb7!8m2!3d39.7752036!4d-86.165168?hl=en","https://www.whiteriverstatepark.org/"
"3270 Kirkbride Way, Indianapolis, IN 46222","Tourist attraction","History museum","Museum",,,,,,,,"Museum","4003119055157690440","Indianapolis","US","false",,"39.7698762","-86.2132931",,"3270 Kirkbride Way","false","(317) 635-7329","ChIJVzj0l3NXa4gRSIBFPJLvjTc","QQ9P+XM Indianapolis, Indiana","46222",,"15","395","312","56","7","14","6","2022-10-18T04:19:18.677Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","3270 Kirkbride Way",,"false","Indiana Medical History Museum","4.7","https://www.google.com/maps/place/Indiana+Medical+History+Museum/@39.7698762,-86.2132931,17z/data=!3m1!4b1!4m5!3m4!1s0x886b577397f43857:0x378def923c458048!8m2!3d39.7698762!4d-86.2132931?hl=en","http://www.imhm.org/"
"222 E Market St, Indianapolis, IN 46204","Tourist attraction","Ruin",,,,,,,,,"Ruin","15399248597646199791","Indianapolis","US","false","Floor 1 · Indianapolis City Market","39.7687329","-86.1534198",,"222 E Market St","false","(317) 639-4534","ChIJf81M3pVQa4gR70uixgIftdU","QR9W+FJ Indianapolis, Indiana","46204",,"14","79","41","11","11","12","4","2022-10-18T04:19:31.363Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","222 E Market St",,"false","Catacombs","3.8","https://www.google.com/maps/place/Catacombs/@39.7687329,-86.1534198,17z/data=!3m1!4b1!4m5!3m4!1s0x886b5095de4ccd7f:0xd5b51f02c6a24bef!8m2!3d39.7687329!4d-86.1534198?hl=en","https://www.indianalandmarks.org/tours-events/ongoing-tours-events/city-market-catacombs-tour/"
"4000 N Michigan Rd, Indianapolis, IN 46208","Tourist attraction","Museum",,,,,,,,,"Museum","11688988851448812188","Indianapolis","US","false","Virginia B. Fairbanks Art & Nature Park","39.8283758","-86.1854796",,"4000 N Michigan Rd","false","(317) 923-1331","ChIJT3ClfaVWa4gRnJIb8m2hN6I","RRH7+9R Indianapolis, Indiana","46208",,"13","534","446","69","3","12","4","2022-10-18T04:19:44.463Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","4000 N Michigan Rd",,"false","Oldfields–Lilly House & Gardens","4.8","https://www.google.com/maps/place/Oldfields%E2%80%93Lilly+House+%26+Gardens/@39.8283758,-86.1854796,17z/data=!3m1!4b1!4m5!3m4!1s0x886b56a57da5704f:0xa237a16df21b929c!8m2!3d39.8283758!4d-86.1854796?hl=en","http://www.imamuseum.org/visit/oldfields-lilly-house-gardens/lilly-house"
"4000 N Michigan Rd, Indianapolis, IN 46208","Park","Art museum",,,,,,,,,"Art museum","15610599537941387498","Indianapolis","US","false","Floor 1 · Virginia B. Fairbanks Art & Nature Park","39.8259606","-86.1856632",,"4000 N Michigan Rd","false","(317) 923-1331","ChIJvcr7Ua5Wa4gR6pjfPZL9o9g","RRG7+9P Indianapolis, Indiana","46208",,"12","4708","3789","670","70","130","49","2022-10-18T04:19:57.371Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","4000 N Michigan Rd",,"false","Newfields","4.7","https://www.google.com/maps/place/Newfields/@39.8259606,-86.1856632,17z/data=!3m1!4b1!4m5!3m4!1s0x886b56ae51fbcabd:0xd8a3fd923ddf98ea!8m2!3d39.8259606!4d-86.1856632?hl=en","https://www.discovernewfields.org/"
"1 Monument Cir, Indianapolis, IN 46204","Tourist attraction","Historical landmark","Monument","War memorial",,,,,,,"Monument","5691308126908914665","Indianapolis","US","false",,"39.7685459","-86.1580437",,"1 Monument Cir","false","(317) 232-7615","ChIJkRIaJrxQa4gR6Ruza5aW-04","QR9R+CQ Indianapolis, Indiana","46204",,"11","8029","6367","1263","64","288","47","2022-10-18T04:20:09.380Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","1 Monument Cir",,"false","Soldiers & Sailors Monument","4.7","https://www.google.com/maps/place/Soldiers+%26+Sailors+Monument/@39.7685459,-86.1580437,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50bc261a1291:0x4efb96966bb31be9!8m2!3d39.7685426!4d-86.1580439?hl=en","http://www.in.gov/iwm"
"4750 W 16th St, Indianapolis, IN 46222","Tourist attraction","Historical place museum","Museum","Heritage museum",,,,,,,"Heritage museum","4961992855932611328","Indianapolis","US","false","Indianapolis Motor Speedway","39.7903146","-86.2336611",,"4750 W 16th St","false","(317) 492-6784","ChIJlz9DX7ZXa4gRAKvjczaK3EQ","QQR8+4G Indianapolis, Indiana","46222",,"10","2998","2486","387","16","95","14","2022-10-18T04:20:22.698Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","4750 W 16th St",,"false","Indianapolis Motor Speedway Museum","4.8","https://www.google.com/maps/place/Indianapolis+Motor+Speedway+Museum/@39.7903146,-86.2336611,17z/data=!3m1!4b1!4m5!3m4!1s0x886b57b65f433f97:0x44dc8a3673e3ab00!8m2!3d39.7903146!4d-86.2336611?hl=en","https://www.imsmuseum.org/"
"7840 W 56th St, Indianapolis, IN 46254","Tourist attraction","Park","City park",,,,,,,,"City park","7714979412648975633","Indianapolis","US","false",,"39.873789","-86.296203",,"7840 W 56th St","false","(317) 327-7110","ChIJkUx3QKarbIgREd1kbOYcEWs","VPF3+GG Indianapolis, Indiana","46254",,"9","4726","3686","766","61","174","39","2022-10-18T04:20:35.478Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","7840 W 56th St",,"false","Eagle Creek Park","4.7","https://www.google.com/maps/place/Eagle+Creek+Park/@39.873789,-86.296203,17z/data=!3m1!4b1!4m5!3m4!1s0x886caba640774c91:0x6b111ce66c64dd11!8m2!3d39.873789!4d-86.296203?hl=en","https://www.indy.gov/activity/about-eagle-creek-park"
"1230 N Delaware St, Indianapolis, IN 46202","Tourist attraction","Historical landmark","History museum","Museum","Historical place museum",,,,,,"Historical place museum","5334214935636953911","Indianapolis","US","false",,"39.784072","-86.154487",,"1230 N Delaware St","false","(317) 631-1888","ChIJhY9RB-hQa4gRN0s52jjwBko","QRMW+J6 Indianapolis, Indiana","46202",,"8","398","318","54","7","18","1","2022-10-18T04:20:48.388Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","1230 N Delaware St",,"false","Benjamin Harrison Presidential Site","4.7","https://www.google.com/maps/place/Benjamin+Harrison+Presidential+Site/@39.784072,-86.154487,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50e807518f85:0x4a06f038da394b37!8m2!3d39.7840704!4d-86.1545781?hl=en","http://www.presidentbenjaminharrison.org/"
"55 E Michigan St, Indianapolis, IN 46204","Tourist attraction","Historical place","Memorial park","Historical landmark",,,,,,,"Historical landmark","11844217630128997680","Indianapolis","US","false",,"39.7733607","-86.1569508",,"55 E Michigan St","false","(317) 232-7615","ChIJqVPwhL9Qa4gRMAVCZi4dX6Q","QRFV+86 Indianapolis, Indiana","46204",,"7","2371","1902","355","21","80","13","2022-10-18T04:21:01.279Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","55 E Michigan St",,"false","Indiana War Memorial & Museum","4.7","https://www.google.com/maps/place/Indiana+War+Memorial+%26+Museum/@39.7733607,-86.1569508,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50bf84f053a9:0xa45f1d2e66420530!8m2!3d39.7733607!4d-86.1569508?hl=en","https://www.indianawarmemorials.org/"
"Claypool Court Building, 110 W Washington St A, Indianapolis, IN 46204","Tourist attraction","Arts organization","Cultural center","Music store","Museum",,,,,,"Museum","8314424216494202529","Indianapolis","US","false","Claypool Court","39.767311","-86.1600743",,"Claypool Court Building, 110 W Washington St A","false","(317) 275-9030","ChIJE4gJjrtQa4gRod4K8MXEYnM","QR8Q+WX Indianapolis, Indiana","46204",,"6","284","218","49","1","15","1","2022-10-18T04:21:13.760Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","IN","Claypool Court Building, 110 W Washington St A",,"false","Rhythm! Discovery Center","4.7","https://www.google.com/maps/place/Rhythm!+Discovery+Center/@39.767311,-86.1600743,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50bb8e098813:0x7362c4c5f00adea1!8m2!3d39.767311!4d-86.1600743?hl=en","http://rhythmdiscoverycenter.org/"
"650 W Washington St, Indianapolis, IN 46204","Tourist attraction","Event venue","Gift shop","Heritage museum","History museum","Natural history museum","Museum","Wedding venue",,,"Museum","7748474600253887888","Indianapolis","US","false","Floor 1 · White River State Park","39.7683919","-86.1695013",,"650 W Washington St","false","(317) 232-1637","ChIJNzJiEbFQa4gRkBVFg5gciGs","QR9J+95 Indianapolis, Indiana","46204",,"5","3338","2442","694","35","136","31","2022-10-18T04:21:26.580Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","650 W Washington St",,"false","Indiana State Museum","4.6","https://www.google.com/maps/place/Indiana+State+Museum/@39.7683919,-86.1695013,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b111623237:0x6b881c9883451590!8m2!3d39.7683919!4d-86.1695013?hl=en","http://www.indianamuseum.org/"
"500 W Washington St, Indianapolis, IN 46204","Tourist attraction","Ethnographic museum","History museum","Museum","Art museum","Wedding venue",,,,,"Art museum","11100458494543654568","Indianapolis","US","false",,"39.7685754","-86.1677915",,"500 W Washington St","false","(317) 636-9378","ChIJR21I4rBQa4gRqO49IzDADJo","QR9J+CV Indianapolis, Indiana","46204",,"4","1658","1196","332","26","86","18","2022-10-18T04:21:39.570Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","500 W Washington St",,"false","Eiteljorg Museum","4.6","https://www.google.com/maps/place/Eiteljorg+Museum/@39.7685754,-86.1677915,17z/data=!3m1!4b1!4m5!3m4!1s0x886b50b0e2486d47:0x9a0cc030233deea8!8m2!3d39.7685754!4d-86.1677915?hl=en","http://www.eiteljorg.org/"
"3000 N Meridian St, Indianapolis, IN 46208","Tourist attraction","Museum","Children's museum",,,,,,,,"Children's museum","13353259518511313258","Indianapolis","US","false",,"39.8106132","-86.1578917",,"3000 N Meridian St","false","(317) 334-4000","ChIJ85UdlT5Ra4gRanF4kshOULk","RR6R+6R Indianapolis, Indiana","46208",,"3","13120","10605","1752","165","460","138","2022-10-18T04:21:52.774Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","3000 N Meridian St",,"false","The Children's Museum of Indianapolis","4.7","https://www.google.com/maps/place/The+Children's+Museum+of+Indianapolis/@39.8106132,-86.1578917,17z/data=!3m1!4b1!4m5!3m4!1s0x886b513e951d95f3:0xb9504ec89278716a!8m2!3d39.8106132!4d-86.1578917?hl=en","https://www.childrensmuseum.org/"
"6363 Spring Mill Rd, Indianapolis, IN 46260","Tourist attraction","Park",,,,,,,,,"Park","2840498003600430211","Indianapolis","US","false",,"39.8708933","-86.1634943",,"6363 Spring Mill Rd","false","(317) 327-7180","ChIJAVT68ZtTa4gRg1TPeeJ5ayc","VRCP+9J Indianapolis, Indiana","46260",,"16","3041","2528","421","18","61","13","2022-10-18T04:22:05.407Z","https://www.google.com/maps/search/tourist%20attractions%20in%20indianapolis?hl=en","tourist attractions in indianapolis","Indiana","6363 Spring Mill Rd",,"false","Holliday Park","4.8","https://www.google.com/maps/place/Holliday+Park/@39.8708933,-86.1634943,17z/data=!3m1!4b1!4m5!3m4!1s0x886b539bf1fa5401:0x276b79e279cf5483!8m2!3d39.8708933!4d-86.1634943?hl=en","https://www.hollidaypark.org/"
